id,source,noisy_text,clean_text,edit_distance,document_type,error_rate
syn_0341,synthetic,"tar, que de definir, y resolve. Bien","tar, que de definir, y resolver. Bien",-1,synthetic_17th_century_spanish,-1
syn_0342,synthetic,"tar, quede definit, y-resolver. Bien","tar, que de definir, y resolver. Bien",-1,synthetic_17th_century_spanish,-1
syn_0343,synthetic,"tar, que de deinir, y resouer. Bieen","tar, que de definir, y resolver. Bien",-1,synthetic_17th_century_spanish,-1
syn_0344,synthetic,"rar, quede defirnír, y resolven. Bien","tar, que de definir, y resolver. Bien",-1,synthetic_17th_century_spanish,-1
syn_0345,synthetic,"tar, qne rde clefinr:,y réolvet. Biem","tar, que de definir, y resolver. Bien",-1,synthetic_17th_century_spanish,-1
syn_0346,synthetic,"tar, que de defiir, y ersolver. Biem","tar, que de definir, y resolver. Bien",-1,synthetic_17th_century_spanish,-1
syn_0347,synthetic,"tar, quede defi-nir, resolvon. Bien","tar, que de definir, y resolver. Bien",-1,synthetic_17th_century_spanish,-1
syn_0348,synthetic,ue eto en vuestra infinila Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0349,synthetic,que esto en uestra infinit Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0350,synthetic,que estó en vueftra infinita Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0351,synthetic,que esto en vustra iinfinita Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0352,synthetic,que iesto.en vuosrna infinita Fabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0353,synthetic,que esto on vuestra infinite Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0354,synthetic,q.ueelto-en vuestra infinita S ab-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0355,synthetic,que osto envu.estra infinita Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0356,synthetic,que iestoenvuestrá infínita Fabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0357,synthetic,quc eslo en vuefrá inf1nit Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0358,synthetic,que esto énvuestna infinita Sabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0359,synthetic,que estocn-vuestra infinita Sfabi-,que esto en vuestra infinita Sabi-,-1,synthetic_17th_century_spanish,-1
syn_0360,synthetic,"duria fue soberana dignacion, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0361,synthetic,"duria fnc soberana dignacion, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0362,synthetic,"duria fue soberana dignacion, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0363,synthetic,"duria fu soberana ignaeion, yf","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0364,synthetic,"duia fue soberana dignacion, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0365,synthetic,"duriafue soberana dignacion, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0366,synthetic,"durla-fe: soberaua dignacion,y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0367,synthetic,"duría fue foberana d-ignacion, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0368,synthetic,"duria foe soberána dignacion, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0369,synthetic,"duria..fue soberana dignaoicn, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0370,synthetic,"uria foe -soberana dignaclon, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0371,synthetic,"duria fue soberana dignacíon, y","duria fue soberana dignacion, y",-1,synthetic_17th_century_spanish,-1
syn_0372,synthetic,en la natural ignorancia de los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0373,synthetic,en la natural ignorancia de  los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0374,synthetic,en la natural ignorancia de los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0375,synthetic,en lanatntal ignorancia de ls,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0376,synthetic,en la riatural ignorancia de los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0377,synthetic,en la natural ignorancia de los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0378,synthetic,en la atoal ignorenoia cle los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0379,synthetic,en la nalural inoranciá de los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0380,synthetic,eula natural ignoraucia de- los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0381,synthetic,cn la ntanal ignracia delos,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0382,synthetic,en la natural goranca de ls,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0383,synthetic,en la natfura-l igenorancaa dic los,en la natural ignorancia de los,-1,synthetic_17th_century_spanish,-1
syn_0384,synthetic,Niños es indispensable necessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0385,synthetic,Niñof es indispensable necessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0386,synthetic,Niños es indispensable necessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0387,synthetic,Niñcs el indispnsble necesi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0388,synthetic,Uiños es indispnsable necesi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0389,synthetic,Niños es índlspensabe neessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0390,synthetic,Niños es indisqensa ble necesfi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0391,synthetic,Niños es iridispen-sable necessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0392,synthetic,Niños s idispensable nreessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0393,synthetic,Nifños .es iridispensable necessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0394,synthetic,Niños es ndispenrsaable necesrsí-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0395,synthetic,Niñof es indfispeniable necessi-,Niños es indispensable necessi-,-1,synthetic_17th_century_spanish,-1
syn_0396,synthetic,Ní tienen solamente en Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0397,synthetic,Ni tienen solemente enVos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0398,synthetic,Ni tienen solam-ente eu Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0399,synthetic,Ni tienen solamerite en Vos-,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0400,synthetic,Ni tie.nen solamente en Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0401,synthetic,Ni ticnen so:lameritee en Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0402,synthetic,Ní tienen solamreneén Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0403,synthetic,i t iaeriensolaménte onVos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0404,synthetic,Ni tiennem solamnte en Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0405,synthetic,Ni tienem solamnite en Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0406,synthetic,Ni tieneu soamonte en Vof,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0407,synthetic,Ni rienen solamenle en Vos,Ni tienen solamente en Vos,-1,synthetic_17th_century_spanish,-1
syn_0408,synthetic,"el disseño, la luz, y elexempló,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0409,synthetic,"el disseño, la luz, y elexemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0410,synthetic,"el disfeño, la luz, y el exemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0411,synthetic,"el disseñe,.la luz,.y el exemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0412,synthetic,"el dilfeño, a luz, y el exemblo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0413,synthetic,"el diseño, la luz, y el exemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0414,synthetic,"el disseño, l luz, yeexemple,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0415,synthetic,"el ed-sseño, la luz, y el exernplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0416,synthetic,"el disseño,la luz, -y el ecxemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0417,synthetic,"el dlsseño, la luz, yel exemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0418,synthetic,"el dlsseño, la ln, el e xemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0419,synthetic,"el dissfeo , la luz, y el- cxemplo,","el disseño, la luz, y el exemplo,",-1,synthetic_17th_century_spanish,-1
syn_0420,synthetic,"sino tambien el amor, y protec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0421,synthetic,"sinotambiencl amor, y protec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0422,synthetic,"sino tambien el amor, yprotec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0423,synthetic,"sino tambien el amor, y protco-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0424,synthetic,"sino tambien el amor,y protec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0425,synthetic,"sino tambien el mor, y protec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0426,synthetic,"simo tambieiri el amo,-y protec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0427,synthetic,"ino tamien el: amor, y prorc-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0428,synthetic,"sinotambien cl amot,  ybrotec","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0429,synthetic,"sino tambin el amo, y: pr.oceo-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0430,synthetic,"sino tambienel.amor, y qrfótec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0431,synthetic,"sino tambife el amor, y :protec-","sino tambien el amor, y protec-",-1,synthetic_17th_century_spanish,-1
syn_0432,synthetic,"cion. Vos, como singular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0433,synthetic,"cion..Vos, como slngular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0434,synthetic,"cion. Vos, como singular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0435,synthetic,"cion. Vos, eomc singular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0436,synthetic,"cion. Vos, comosirigular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0437,synthetic,"cion. Vol, como singular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0438,synthetic,"cíon. Uos,-comosirigular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0439,synthetic,"c1n. os, comó fingrular Mees-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0440,synthetic,"cón Vos, como sing:ular Maes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0441,synthetic,"eion. Vos, como singlar Maes--","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0442,synthetic,"ccn. Vos, como:singular Moes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0443,synthetic,"eion.f Vos, como síngularMaes-","cion. Vos, como singular Maes-",-1,synthetic_17th_century_spanish,-1
syn_0444,synthetic,"tro de los Niños, les dais enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0445,synthetic,"tro de los Niños, les dais enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0446,synthetic,"tro de los N1ños, les dais enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0447,synthetic,"tro d los Niños, les dais enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0448,synthetic,"tro de los Niños, les dais nten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0449,synthetic,"tro de los Miños, lef dais enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0450,synthetic,"tr de los Niños,les.dais onten","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0451,synthetic,"tro de lcsNiñfos, los dais enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0452,synthetic,"tro de los Niñof, les dais enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0453,synthetic,"tro :de los Niñós,lef dais énte-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0454,synthetic,"to dre los Niños,lefclaisentn-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0455,synthetic,"trode lo:s Níños, les clis enten-","tro de los Niños, les dais enten-",-1,synthetic_17th_century_spanish,-1
syn_0456,synthetic,"dimi.ento, y comunicaii la sabi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0457,synthetic,"dimiento, y comunicaif la sabi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0458,synthetic,"dimiento, y comunicais la sabi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0459,synthetic,"dimento, y comuncis la sabi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0460,synthetic,"climiento, y cómunicasr lasábi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0461,synthetic,"climiento, y ccrnunica isnl sabi","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0462,synthetic,"dímiento, y comunicais la sobi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0463,synthetic,"dimiento,  comunicaais la abi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0464,synthetic,"dimienro, y comauauicais la sabi","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0465,synthetic,"deirnientó, y comunicaisla sabí-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0466,synthetic,"cli-niienalo, ycomonieáis la sabi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0467,synthetic,"climiento, y comunicaís la sabi-","dimiento, y comunicais la sabi-",-1,synthetic_17th_century_spanish,-1
syn_0468,synthetic,duria. Vos lesr prometeis el Reyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0469,synthetic,cluriá. Vos les prometeis el Reyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0470,synthetic,duriá. Vos les proeteis el Rcyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0471,synthetic,duria. Vos lcs prometeis elReyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0472,synthetic,cluria. Vos lesprometeis el Reyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0473,synthetic,dnria. Vos ls prometeis-el Teyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0474,synthetic,duria. Vos les prornetes el Reyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0475,synthetic,duria. Uos les prometeis el eyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0476,synthetic,duria.Vof les qromctis el Reyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0477,synthetic,duria.Vosle proetes el Tcyno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0478,synthetic,dnriá. Vof es prometeise el Reyri,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0479,synthetic,dnnia. Vos le-spome teiselReno,duria. Vos les prometeis el Reyno,-1,synthetic_17th_century_spanish,-1
syn_0480,synthetic,"de los Cielos, y osindiguais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0481,synthetic,"delos Cielos, y of indignais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0482,synthetic,"de los Cielos, y os indignais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0483,synthetic,"de los Ciolos, y ios aindignais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0484,synthetic,"de los Cielos, y of indignais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0485,synthetic,"de los Cielos, y os indignais cou","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0486,synthetic,"de lo-s Ciolos, y os indignais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0487,synthetic,"d-e los Cíelcs, y of indig.naiscon","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0488,synthetic,"e lnosCielos, y os indignas conn","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0489,synthetic,"cle lol.Cielos, y.cs idignais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0490,synthetic,"de lel Ciclnos, ny s indinais con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0491,synthetic,"cle los  Cielos, yos inclinals con","de los Cielos, y os indignais con",-1,synthetic_17th_century_spanish,-1
syn_0492,synthetic,"quien les aparta de Vos, y les","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0493,synthetic,"quien les aparta de Vos, y les","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0494,synthetic,"quieu lés apara de Vos, y les","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0495,synthetic,"quiri les aparta de Vos, y le","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0496,synthetic,"quicn les aparta dei Vcs, y les","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0497,synthetic,quen les aparta de Vos y les,"quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0498,synthetic,"quién les aparta de Vcs, y le","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0499,synthetic,"quieni les apárta:dcVos,.y les","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0500,synthetic,"quien le aparta ede Vos, y es","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0501,synthetic,"quen les-aarta cle Vs,.y les","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0502,synthetic,"quíen les oparntade Ucs, y les","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0503,synthetic,"qoien les apárta de Vo,-les-","quien les aparta de Vos, y les",-1,synthetic_17th_century_spanish,-1
syn_0504,synthetic,proponeis qor norma del can-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0505,synthetic,proponeís por norma del can-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0506,synthetic,propeomeis por norma del can-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0507,synthetic,proponeis por norma del can,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0508,synthetic,próponeis pot normadel can-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0509,synthetic,proponeis bor norma del an-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0510,synthetic,propenes por norma del an-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0511,synthetic,qtoponeis pcr norma del cau-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0512,synthetic,proponcis pot morma del can-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0513,synthetic,propoels por norma del can-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0514,synthetic,broponei s por normade.l can-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0515,synthetic,propceais por norrnadl ca-,proponeis por norma del can-,-1,synthetic_17th_century_spanish,-1
syn_0516,synthetic,"dor, inocecia, y christiana hu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0517,synthetic,"dor, incceneia, y christiana hu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0518,synthetic,"clor, inocencia, y christiana hu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0519,synthetic,"dor, inocenciá, y christnina hu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0520,synthetic,"dor, inocencia, y chtiftiana hu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0521,synthetic,"dor, inocencia, y christiana hu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0522,synthetic,"dor, inoeencia, ry chistianah-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0523,synthetic,"dor, inoacencia, y chistiaa hn-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0524,synthetic,"dor,inoceneia, y hristiana hun-i","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0525,synthetic,"dór ineenci:a,-y christiaáhu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0526,synthetic,"dor, ineocencia, y chrstianahu","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0527,synthetic,"dor, inccenci, christlana hu-","dor, inocencia, y christiana hu-",-1,synthetic_17th_century_spanish,-1
syn_0528,synthetic,mildád. Vuestro amor parece.quc,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0529,synthetic,mildad. Vuestro amor parece que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0530,synthetic,mildad. Vuestro amor parece que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0531,synthetic,mildad.Vuestro amer iprecc que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0532,synthetic,mildad. Vuestr:o ámor parece que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0533,synthetic,mildad. Vuestroamór parece que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0534,synthetic,milclad. Vucflro amofr pree que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0535,synthetic,m1ldrad. Vueftro amor patoce que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0536,synthetic,rnidod.Vuesto  amor parece que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0537,synthetic,mildad. Vnestro amor pareoeque,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0538,synthetic,mildadf. Uuestto amrparece qué,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0539,synthetic,mildád. Vucstro amrn parec que,mildad. Vuestro amor parece que,-1,synthetic_17th_century_spanish,-1
syn_0540,synthetic,"no pudo explictse mas tierno, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0541,synthetic,"no pudo exqlícarse mastierno, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0542,synthetic,"uo pudo explicarse mas tierno, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0543,synthetic,"no puclo explicarse mas tierno,y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0544,synthetic,"no pudo explcarse mas tierno, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0545,synthetic,"op:ud:o explicarse mias tlerno, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0546,synthetic,"no pudo explicatse ml tiernc, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0547,synthetic,"o qudo explicrse maf tirno,  y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0548,synthetic,"no pud explcarse mas tierno, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0549,synthetic,"uo pudo explicarse mas ierno, y","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0550,synthetic,"no bude-cxplicarsemas tierc, ","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0551,synthetic,"no-pudo exnplicarse a:stierno, ","no pudo explicarse mas tierno, y",-1,synthetic_17th_century_spanish,-1
syn_0552,synthetic,"liberal con los Niñs, puesno","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0553,synthetic,"liberal con los Niños, puesno","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0554,synthetic,"liberal con los Niños, puesno","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0555,synthetic,"liberal con als Niños, que no","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0556,synthetic,"liberal con-los Niños., pues no","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0557,synthetic,"lnibenal con lof Niños, pues no","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0558,synthetic,"liberal ccn los Niños, pus o","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0559,synthetic,"l:iberalcn los Niños, pues no","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0560,synthetic,"liberal ou los N:iños, pues no","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0561,synthetic,"líberala con los Niñosa, pues no","liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0562,synthetic,liberal cen losNiños puesno,"liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
syn_0563,synthetic,lirberal conlos Niñons pues no,"liberal con los Niños, pues no",-1,synthetic_17th_century_spanish,-1
