file,transcription
raw_1.pdf_page_2.jpg,"a. el a 0) em > a Lhasa .N ra med 2.
v y os Yuc. 9 qxwi-
3.) e y
. ly
Ss Pu 2 grass
y == 7 y ROYO AS
702“ es Í
Da He a “3 ca”
EZ = . —o3 o 3
32, 2830.83 S32o
SAO Ao E
hd
JEvDA Jo 2gyoa
3 E Rh OE->S
al n = y > 33% »
S y ""og dea o
“ “DUaGY ra Ou0o..
YD SS 3ASZoOoO2 - hi Y” y"
raw_1.pdf_page_7.jpg,"047

7 u a

- O 1 La LL oc0OQ
VO y | CE = O E 00 on y
r a DET? > 3 uo.A — .2:30
308.7 JE IES S +3 Y E rd RO)
e Y A Qs y 32 uo 22:i35u

o O o» 2083 ds ES uan ¿==

Pci 873 .3356É% Q Deo E

o ut O A nt O > -— Y UU <  -v

a qa ""3 PEO 58 A LY TESUL Ba

Sa S PELE RO 2 Eo 20355 |

RS an go 3 335 8252993 >,

SE 0 Sg3293É So >E> SY EA

. e O Y “e E 4

DÍ su -Sbc E S > A Taelerolz

um ""70 SS BRL DU. O 2.0 SA EA

Q == a “Esos ""AO “a Es . SS ""Y

Y 5 SE22522209 2 50 AE

g3 A 93208550 S 20 ES

Ez. «2228957 “O A y A Sa, » AO. a
So7% eli 4) YA q 3 'Q W ,
A 3 a a P SCS .. 4%
SH 0 302"
raw_1.pdf_page_5.jpg,"emy AA HE TIE TONY A ""a Tor y Y
IAEA AC
care o nEgr cesos MO
cupo > 9% > 0 Ju a y E ""3 o
NED A OCA ao A
SO su0gT Aaa YE A
Oo $ - . ak 2 Lio 3
3 3 a, 00U3 e 0OJXFCE7SR on Y
— 473,9 9 WM, 3U>.5082 9.1.2033 Eu
“ou 33 0. 2 RS a ad? BB rs ESA q
a > CTaE6ZoY xs PS” E q via 3
""3 O VU. Y .. 094UuSTAx gt
”3 Sri Y 0 o vá o 9 QQ) rn e “a S «A
0Nai> 3 Y ""Sado 3 AQ Y TOTO ..
GQ O. PRL UL nan a seo >»g”T - $ a |
TSE ¿332 3% oe 3 ¿Sn Vo. >)0.%
y 2 3.2 E 9
Y) Vo oO > PLOED O. 73u s* Ó.
SIDE CEA ESSE A
os Yo 3 a Y 3UAOE y O n ad <=
n E“ Cu Mm da + Y d.ieu vd va
UV ha 3 ""3 S£ Vo. Y O yg vu 73 A ES - OÍ
y A 3 SRA E, Ox
O 4 Pa o 73-a do O—RA?UEA <ÁXW
AS “EFE oo BOB o 27
== ""—_LOTDO00OS7T0y da “CC Qe or. qa"
raw-2.pdf_page_4.jpg,"LICENCIADO DON BALTASAR
SEBASTIAN NAVARRO DE ARROYTA , COLEGIAL DEL
Colegio de San Saivador de Ouiedos el mayor de Salamanca , Sacniltan
mayor , y Canonigo dela Santa Catedral Igleña
dela Ciudad de Teruel, al Autor
-— defte libro. OS"
raw_1.pdf_page_9.jpg,"” o PA O o UN
ww ww GQ Den: o AAA a N IN AAA
BERE CRA DERE
ERA
TEA ABLA RE CGE EDO
= 3 S 0 ""DAL
E Sa ""E DS 3 AS ESZ EC 204 8'E:33
ANA Br a 0 . S o y
-_ - y 3= “OS O eras A O
3055 321 IEA
AE YESO .«<=-=S€,<Á
ECTAZ 20 Esao ADO ES
Y NE OEI AS Ena
bdo y. o 00 238 32Zlo
VI. isos uU ¡av O q, Y E
33 Yo -=5 ""“>3uv >] 3 Y
£€= 2426.90. _ “. Sn. YO, ha"
raw-2.pdf_page_25.jpg,"los demas labrantes , y buelucn de recudica,
que vale in: olpe cras otro, Acudir, figninca 21
eunas vezes el rendir la cierra los frutos efpera-
dos de la tinaenga. > ? e o
- ACVE>51AS,aduerbio , vale llenar fo-
bre las elpaldas , o coitllas , de donde trae (u
origen, a los muchachos los toman acueitas cn
cl cfcuela para acotarlos : y meratoricamen-
te llenar a otro acueí. as, estutride, y mantener.
le, y elto le es carga. o o.
-—ACVLLA, aduerbium loci, del La. ::lic,
aca, y aculla, vale en todo luyar. |

- ACVMVLAI, juntar muchas colas,
que hazen cumulo , y monton alto, es ternuno
forenfe, quando a vn delito le acumulan, y jun-
tan otros que el delinquence ha cometido; vide
Cumulo. . . Po. o
. ACVñAR , feíñalar apretando con el cu-
no, y particularmente fe dize de la moneda que
fc labra +. rábicn figninca allegar codiciolanien-"
raw-2.pdf_page_32.jpg,"muro de las fortalezas lobre que le levantan las
almenas, y quanto masancho esel muro , tanto
es (1 masefpaciofo. Esnombre Arabigo. El Pa-
dre Guadix dize, traer origen de la palabra Da-
rab , que figniica golpeadero ; Ó heridero , por-
que defde el adirve hieren con flechas , y golpea
con piedras á los que pretenden arrimaric a los
muros. Vrrea dize, derivarfe del verbo derede,
queen Arabizo val¿clconderfe derras de algun
reparo. y es afsique los que andan fobre los mu-
ros; le reparan de los golpes del campo, y fe el-
conden delosene.nigos,atrávellando de vna par
te 2 otra,fino es quando fe quieren defcubrir en-
tre almena , y almena. En eitos lugares fuelen v-
far de vn eltratagema , quefiendo pocos los que
eltán dentro de la fuerga , arman vnas figuras, y
nanantec (ue reladas atftomandolos vor entre las"
raw-2.pdf_page_5.jpg,"cenar iento de las colas drnende de: de 10s vOgaulos , €l que ayudaa cud) SY Caldo OLI.
laecioncias: y afol los granados “Holotos antiguos trabajaron mucho en ella parte, cun “ue Ls. n
eo luDisio2o Grati lo, que oy endia lecmos, acnya imitacion los Latinos ti ar2rOn Cte, Ecalon,
A0n 310 con niynras ayudas que losG:1eg0s,por cener ius conocidos los ma nantales aca lanas
go iquele ¿todo es (rriezo , atinque Marco Yarron eo los livros que elcrimo. ""5uasl cuna:
¿Cocción , quíio hair el cuerpo ¿clto, pretendiendo hazer crecrqu .131engua Lui. “ont yecas
b los prorios, Jo tonados de otra, y ello pretendiendo autocizar [u lenguage, (MRNUO CC. 1 771, US
€llo Lo. o1a mejor que otro nidpuno y puusera2el amas uoltto hombre de todos dosarortalisSys + te-
niadiJenattLatia! y ocablo ninguno propio luyo: y cenafcle de y er que quifo CMD, putsa a
gunas Erin o -J4s que quifo deuuzir ¿e los vocablos que él án 10 fer originaridoiepte Latinos, :
pu reacubrir el engaño, como quando dixo, que Pater fe deduz?s del verbo Patrare,que ño Igno-
rana el que Dareres vocablo puramente Griego , del qual fe detinmat2 el y erbol'atrare, y todos i0s
demás que tienen elle ori¿en. Y aunque en firtieipo no pido cogeñar a los hombres que fabian laf-
to deltenzoo3e Latino, engaño en los venideros 2 muchos: y aÍsi el bienauencarado San Idorc,qus
enfus kiymol..212s mezcló muchos de los vocíblos L.tinos, dio ocafi0b a 1. derdi Ct: ac Jos mu tan
pios, y 2 que lugrande autotidad fe enflaquecioffo por efie can. ino, acerca de los Ciiticosrizurofos
de puzítros tic; 5. «exo 2 parce las ridículas Ley mologias de losGramaricos i¿horantes de ja lzn-
gua Griega, que no firuen de otra cofa, ino de caufar rif; alos que la faben- como dezir yue tl vocá-
bo Duras defolcide de pus puris, y que por anuphrah, Gesotra gentil pacraña (pya, fe Cize purum,
anad errar aure. cur no cdenepodre. fiendormanifleño aue puros fe dize del Griero pír9, paros, que"
raw-2.pdf_page_30.jpg,"confefía averle los Tudios acotado cinco vezes,
porel renor ae la dicha ley. A Judais guinquiss
Gs lrazennos( fosiaccr plazas) vRA minas a: cépi.

A VCAR,elte vocablo esbien coñocido,
pero la gente vulgar pienti fer Arabigo , por
tener el articulo a. Pero es ciércó que los A-
rabes tomaron de la lengua Latina , y de lá
Griega muchas dicciones , y las hizieron pro-
pias « y vna dellis esagucar, de a, articulo lu-
nar, y [iccharum , nombre Griego Sacarun mel
arundinivus collehum gummnt, modo candicú n
ac fragile: Labrale en Efpaña, y tambien le trae
de fuera; y en cfpecial de las Islas de Canaria; v-
fa.nos della pará muchos regalos , conlervas; y
tambien para medicinas. Palabras acutaradas,
las blandas, y lifloñgeras: Águcar piedrá , por o-
tro ñomibre agucar cande.Sal indicus, áqucar de
redomá , el que fe quava en los bordes, y luelos"
raw-2.pdf_page_20.jpg,"ABOGADO, Latine Adnocatus, el Le-  fecon Eneas ,y los Troyanos , que conél sino
trado que defiende , O acufa a alguno en juiziO, ron, le comprehendieron debaxo del nombre
del verbo Abogar. Lar. 2duocare , llamara o- de Lacinos. | |
tro en fu ayuda, y defenla. Abogacia, cl adto de ABORTO,mal parto, yfintiempo , de
abogar, y el oficio. La ley primera, tir. 6. part. nombre Latino Aboríus, a verbo aborior,inten
3. le llama Bocero., y alli la glofla : SK dicicur  peltue ortus. Abortar del verbo aborior, abor:
Aduocatus,quiavocibus propon:t. -  - fum facio. Abortiuo , el nacido del tal mal par

ABOLLAR, eshundir con golpcalgu- to. Aborton , el cordero nacido (in tiempo, y
na pliega de mesa1 , de modo que lo que por vna (as pellejuelas fe llaman tambien abortoncs
haz es hoyo, por la otra fea leuantado , y ampo- que por [er delicadas fe eftuman. Vide Moner, y
liado. Y dixofe abulla, id elt, tumorquiinas  Muenedo. 0 ?
qua fir, repenreque euanelcst: la campanilla que ABOTONAR, vide Boton. . |
fehazeenel agua por tazon del ayre que coge L ABRANTES Villa, gozando prehe

debaxo, y fe deshaze luego. De cuya confidera-  minencias de voro en Cortes : en las quales ( le
cion falió el adagio, homo bulla. Abollado, Á- gun cuentan fus moradores) tuno diferencia
bolladura. .  conotras fobre hablar primero; y que la dix"
raw-2.pdf_page_16.jpg,"ARASTAR, vide Baltar. jon , el no adiniejr mas que a folosno, “Tan ter-
ADATÍIDA cola, escola vil, baxa,me-  ribles fon las abejas irricadas, que para encare-
nofpeciada,2biectus. a, m. y abarido el menol- — cerel Efpiritu Santo! rigor de las facetas de los
preciado, v teni lo en poco,abatirfe, un Marte, Afílyrios , los disfraca debaxo del nombre de a-
apocaríe, abatimiento : cl cal hecho y mifera-  bejas, Efai. cap. 7. El vengar fus3nynrias tan fe-
blo lue-te , o Ind oOnI3Un del verbo antiguo verámente , y Otras infnictas coefas :encontem-
bazcno. is. por batir, porturbar,derrócara otro,  placion de. las quales Áritiomaciio Solente gal-
hiutendole, omiéxratandole , de donde fe dixo to felenta y dosaños:y Philiteo Patio deiterran-
Bazalla, vide verbo Batir, % .  — dofede poblado por andar tiempreen los mon-
ABDALACIZ, nombre de Moro, vale teselpeculando la naturaleza dele animaliro,
tanto como) fiervo del poderofo : avnodeeite fue llamado agrio, que vale mentaraz ; y am-
no.nbre quedo encargada Efpaña quando la ga-  bosefcrivieron particular hittor:a, y tratado de
ñaron los Moros : el qual dizcn aver calido con — lasabejas. Plinio en el libro onzeno de (Lu natu-
la Reyna Gilona, viuda del Key Don Rodrigo: — ral hifroria en los primeros capitulos, y particu-
algunos lo ticneñ por fabula. . — Jarmenteencl decimo cuenta de las abejas colas
ABDALA,) muchos Reyes Moros tuvie- admirables, y dignas de notar en confufon de
ron eftenombre Abdala, Árraez de Cartago fue los hombres ociofos, floxos, Íucios , inobedicn-
Alita Vil. tras fu hermano lezid, Abdala Hali- tes, cobardes, y defmanorados, condenandolos
Cao Caio 431.1, Afocafladta PorvlnATaro > afldla amtnatón Sa tuto"
raw_1.pdf_page_17.jpg,"RU AO « + a
> O Y a a 9 y E q 1 y SS SANA LS |
5 >» O ojo e) .. A. VU ""Y S O 33 = nl A E!
8550 59850 _YUI3S >OaASoEZao Jm a 9
o vi S PRE Y 5 23 Y «A Ss < a E qe. e gro > y o
2.1.3 O > p Mo Y 05 =07W ao $0
a] 1 O v «O =z > U A “Y he
JD 3osu7 00? AE 9 a
n 2 a, nan . 0
30 ES '0u6É O o oso E VUt= 0 O ¿00-08
O D —“ No. ds An al a ¡e) YN De... e.
| QYQ  Gy U 0 $ e N n E 30 2” as gs 5.
Eo Uy Y >” 2. 3 — SY2udosYgos'a
QoS TY veExy ICI 20.2 35so%
DS 0353. n 33 0.3 as y 3 3 > us E N
o a 3. 3.00N3 o. 9% Dj VD e. pi nad a e
ES SN A 2300 vOodx aS
Z=0%0 ""Ud"" .». 273 Q EJFROIDONOSOA oO
Dr -q hh uv 3. a 3 E NoN o og3xsUNSsS
20330 V 0 42 — ESE e) O —=.o ys
MS o E A OD Des on ¡e E e re $ La
| O o Pu 2055229 0y2 ca Y voO9Oo
a E327uv DULUTAN rr ODOCA DINO
SA, A VvVes>ver""vusa2o”: YOU""
>9, =UÉEr9'TaY 30m CSoUUS7A a
g3 a Yu 3 u a 2,32. 3Q O .v DO V 3 E
€S3. 30 AS yo > 3 39 a a TO a E mn ""3
ss. MA . . 0) DAT a e O n lx. di E Y = O ap:"
raw-3.pdf_page_11.jpg,"Sacarle de la carcel dela ciudad deToledopara em
blaric al prelidio,y pago la pena de quaticcientos
ducados, poraucr uto:gado fianca , de que iria al
prelidio, y delpues acatue buelto a piender en la
carcel deta Corte, donde flempiele a lultétado,
y dcfendido Antonio Gomez a colta de lu hazien
da, en que la ha confumido , y los demas bienes
que tocaron a lus hssmanos del dicho lacinto Go
o r >” pp. 9 - q a 2 ya"
raw-3.pdf_page_10.jpg,"Doctores, precipue Bart. in d.l, poft contractum,
y Junto Meno. ¡7 d.pref[u.1 24.4 AUm.25.X conc
Len Codas las que manjfichtá la verdad, y la aflegu
ran hn genero de fofpecha, pues fe halla, que ettas
clcrituras no contienen contratos honorofos,ÍIM0,
lucrativos, y vnas pagas hechas en diferentes tic-
pos,detde clañode 1636 haltaclde 1640.trc54-
nOs y Medio antes 5 le comerte el delito, q (on
cuidentes congtturas de que no le hizliero en trad-
dede la condenacion, vt notantomnes tu d. /. pol?"
raw-2.pdf_page_6.jpg,"nano ccilion de nmqu: rirlaverdaden das cofas que deperder delecuecinuer.. clas canfas, yes
poor niosarnimes de dos Elpañoles s najufla coriclidad de reparer eh cada ve ca: Llo de conde le
dize, on que ay gran defcuydo,bacido de la claridad del lenguage , pereciendole a C2ca vino, que co-
moevnticnde lab gnificacion , ho tiene para que bulcar la delcendencia , con el cor oc inuento ce la
anal e gulia mucho de la propiedad, y fe dá razon del vlo, como diz:erndo defcalabrar, nadie rey ¿ra
en masde lafignificacion, puro preguntado qualquiera , porque fe dize fc lo de la cabeca, y no de
los otros miensbros del cuerpo, no labra dar razon, fino Íabe la Etymologzia, que defialabrar es del-
cajaverar, y la calavera lolo eltá en la cabega. Con efte trabajo de lis Erymologiss dara v. m. a en-
tender quan facilmente fe puede comprehender el lenguage Eflpañol , labidas las raizes de donde
toos los vocablos falen : Jamo raizes a los vocablosque der.tro del miímo lengusge fon primiti-
nos, En deriuaife de otros, y los demásfe derjuan dellos ; y elos talesen todas las lenguas lon muy
pocos : y afsi fe vé enla Griega, que con fer lamas difuía dequantas lesprenden, le rcduze z muy
pocas raizes; como lo moflró Henrico Stepliano en lu Thefauro, y afsi de u16 de fer en el primetlen-
2uage del mundo , que no podemos faber qual fue : lolo fabemos que el iruentor del , tue nueliro
Padre Adan, el qual como dize la Efcricura Sagrada, pulo a cada cofa lu propio nombre : aunque
cfta propoficion no feenciende tan facilmente, efcaruando algo enella; porque dizen que Adan im-
pufo 1. s nombres a las cofas, aludiendo a la naturaleza dellas, como digamos por exemplos,que y u-
ele por nombre a piedra, piedra, aludiendo a la dureza que en aquel vocablo le fignifica. Agora
pregunto, ira la piedra llamó afsi por la dureza: a la dureza porque la llamó atsi,O aludiendo a que?
Vendriamosa dar vn prosrelío en infinito, Ó vn circulo, que es el melmo error. Gatopio Vecano en"
raw-2.pdf_page_15.jpg,"y modo de procede», Baeza, la poquedad, y ct -
vilidad, que en la gente honrada foccha mas de
ver, como la mancha cn la grana. Baxada, el
camidño , ó calle que va defcendiendo , y todo
trac Ín orígen del nombre Baíis.
ABALANZARS£E,esarrojaríe (in
confideracion á dezir, Ó hazer vna cola de que
fe podrían feguir algunos ¿nconvchientes : es
tomada la metafora del pefo de dos balangas,
que (i Ja vna tiene mas pelo que la otra , y no
eftan en fic]; fe arroja conel dematiado ; y delr-
gual pefo : que por otro termino dezimos precl-
piraríe, O arrojarfe. Y por ventura es mas cierta
que fe dixo de B41lo . que es arrcjar. Abalangar;
vale janalar los pelos, no inclinarlc mas a vna
parte que á orra, andar eh balangas, cftaren mu-
cho peligro fobreviniendo algun accidente , co.
mo 4 la balanca fi le cargan algo mas de lo julto.
Balancín, la lanca rerciada, de que vían los bol-"
raw_1.pdf_page_8.jpg,"OOsS wa ST O — AT 1) e. ""rn 4
SO SIE RES ESE ES -=89% ¿8278
LAGO sigo Logs? ELA,
BIDTELUEBASE Ea opi a EAS
o > co o. > mi e” ""o?

TESTER TERA vE£3 «Ss Do 32B
$ Noa ¿Q ¿GI 5B»sr DS ""uE

gx. 0 ss 80538530 s nn ER0UE 230 A
a > m 2 SO REUS OTOÑO y = == 0
XX , ESNOAOin 0D y nr Da vu 3 E gu
""DG HO= 5 e E nu E CICERO S 2003.
lao 3038 Enwo Sr 2 ""50 E ""3
E DL NUDO EBE EAS Sos .1_e D Roo

IS SI A ¿252318 Suu o
00 OE == 0DE""S O VU Y
2 LOU > nd O - ey ON BA 0 Q vr 3
GQ 0,k O 0 A MZ QQ 2 0 ”y n Es Dn”
o n= SE .*Y ce w ÉE ') == O a v Ó “Oo >
""ENE LZL y EO0ODOsZm “Eg SEÉEZE=2S y 9D
S FERIA CBS aa. so?” e"
raw_1.pdf_page_15.jpg,"ÓO A ACIOT
ES o ER omo CPAU

0 >, Y 0) o A Ss a”
== EZE>AU E EAN EOI II ES!
E O “uv Va * CUY” SE ur O 3J3Am7a
o ""oo, ,E£Su. RC IE a.
— me e == 2O0ÉB> a” c £ S na
ER IA

. . -í e ha U) o yu
A PODIO POBRE REA BEI ITA BS
4 ia *” eb05.53,9 As na a > 0 a o OD yvuus
CS «y nm SS OR OO 2.0 3 A E SESPCEOOARO ZA
VA. «36€ Dí 3z>. “LES uv 7 Oo2s >
yO 31 vw O Vo. o OE n9d., > «LA TS:
O A a e A SY — pa , a Ya
oy 8% ¿“Aros “8 SIESTA GE
E 0. 9 NAC RT FASO
.n SE ru y So 3 cO0 Tn Aag37o
""E uETCO0aAgo«=08Y837ESUE5SD0os:] Eo
EZ 3 ""2934, k092% 53 4. EOQ2%Z O $
A CELERIDAD SAO O ES

n a Q A es po U $ A

UY A
UB ABEL AA a
TAE RR EEC
—IRO RS Q2E280=8E53-0-030% 73003
SoSIS3gouou02ogra coo 580 *=""5 Ó Qu 2
> ""e QQ 3 rs"
raw-3.pdf_page_3.jpg,"jurada ningun adelasdichascarrasde pa90,no las
podia impugnar lacinto Gomez Pimentel, ni do-
na LeonorKa ualco,que Pretende “ener ín miímo
derecho, porque de fy narrativa, y de la fe del cala
miento, queic ha prefentadoen elta inftancia cób
ta, que quando las OtOrgo era calado, y velado ) y
mayordediez y ocho años, con que quedó eman
cipago, y le hizo fui taris,y perfona habil para ad-
miniftrar fus bienes, y cobrar lo queíu padre,O cul
sador le denieren, aunque lea menor de velnte y"
raw_1.pdf_page_16.jpg,"| | y , a Mp” pund o A TQ” o ""A
236 NEGSLEILIAL TEGBLLTIOGS
= 3213. o 3 DUErsSdosdp,yu. 9/0
gaS ¿USER E SA IB SRREZIG O
E O $ > 2 S* Ln) S a U ha. -3 IA > 3 To O Ss e
A NE vI.E SU Do Zn n E E $223
3 e A LY) 33 E o O n 3 RO > VU x
7 uu SI > > £€S<S3033306U5>5%82

3 Y Nm >», LD UD ..3 =. E uy 3 .

ag: Y ai -. da o” uy De “Ox e € a BR Y ou
REESE CAMA Seg 93
gan Y 5 ""Y = E == 0 w EN 3253 A
Ed E
o OD e AC) v3 ""y o JE, E
== vn TT € =ZX 0 y a” Lo 590.392.006
SL o. Us Ur So
EPIA A AE E
Ly ES 135 08 O STE:
2 en > Yana em DN 7 e . “3
EE RAICES AER RU"
raw-2.pdf_page_28.jpg,"colo. Lar. levigare + dezimos fer hecefarios
lefvaflas, y acepillar a alguno , quando nucva-
ente empleya á erarar con la gente correfana,
Tes groficro y eraza,y habl22 fuer de lu aldea,
Accpillado , acepilladura , vide cepillo,

ACETAR,del verbo Lat. accepto. as. fre.
onencativo de accipio. V ale comunmente dar
el] contelo de lo que fe nos ofrece, y recibarlo,
o conceder, v ororcar cón lo que le nos propo-
ne. Ser yno acepto, €s fer agradable , y bien re-
cebido. Acerrcion, el avto de acepi2r.

ACEQVIA,csnon:bre Arabigo, y valo
regadera, “conducto a. esgna delcubierto , qua-
izayuia, 2brevauero, o canja por donde pala
elagnapara regar, O moler : las 2zCquias gran-
des que fe hazen para delaguar las hagas, fe 11a-
man madres, y las pequeñas , que vana dar a e-
Mas hijuelas: los que Las abren paleros , que fon
Caflranes."
raw-2.pdf_page_22.jpg,"entr Cos TOrTOltris ( VE MGAZA METIO fiat, ¿1109 POLUYLE CLIO COR 14 21LUL Ce LICEO 414 DIC:
culrus de terra, quaenan «habet culrores; Por-  múger, y afus hijos , parece difminuir el de lo:
que ordinariamente naccen larierra no labra. padres: y porque el amor di¿cn, que mas nten:
da: yespropio frurofuvo , en. refpecto del pe-  famenté defciende que afcionde. El otro mali
vado de:Adan, quien dixo.Dios, Genef. cap.  cicforclpondio a efto, que quando los hijos rc
3 Spinas ¿Us tesbulós zertirabirribr ¿70 Dela-  hanfido muy a) guíto de [us padres : efics quie:
brójo ay.v.ha emprefa con lalerra fabit, quo-  renbienlos nietos ; porque les han de vengar, y
cuíhque cadar, Danaa entender cl quevso ce han de hazer:con ellos otro tanto. Y afej dez:
cli2,queen onalqujer cftado profpero, ó adner-  elotro viejo a fu niero,quexcío del hijo: Tu me
o, perfeveraria en Íu fee , y propofiro. - yengarasdetupadre.

ABVEBDILLA,del nombre Latino Vpu- ABWHADO, llamamos a] que trae mala
pa, ave conocida ,que tiene las plumas fobre color, y el rofiro hinchado, y los ojos cen ceño.
la cabega levantadas, 4 minera de celada, Gre-  Eftá corrompido el yocablo,que avi3mos de de-
có Epots. Elte nombre Abuuilla efi compuet-  zir, Abufado , cola fabida es ponerfe la letra +,
to «ic aye, y del diminutivo de Vpupa, conviene por laf, como lo veremos en muchos vocablos
a faber V pupilla, ave Vpupilla, y corrompido adelante: digo pues, que Abufado , le dixo de
Abuúrlla. Es ave Íucia,que fe recrea en el eltier- Bufo, queen Latin vale lo mcfmo que en Cafe:
col: fu voz defgraciada, y trifte, y por clio dixo  lHlanoel Sapo, O Efcuerco, 0 Rana rerrefire, Ef-
el adagio. Latino -, Epops. cum cygnis cerrar.  rteanimalejo poncoñolo tene v na mala color a-"
raw-2.pdf_page_21.jpg,"ABRIGO, vale reparo contra las incle-
meoncias del Ciela: particularmente contra el
fri0.Del Latino, 2pricus, que vale, loli expofí-
tus, vel apertus : porque los luyares abrigados
opustios al medio día,los calienta el Sol. De la
palabra antigua Caftellana Briga : quees ¡unta
congregación, y tropel de gente : y lHamauan
Brigas los lugares que no cran murados, donde
le juncauan, y adunauan la genre del campo, y
de l2bor,arrimandole a las Ciudades, e pueblos
grandes: y por ticmpo mudaron el nombre, tro-
cando las lerras y de Brigas fe dixeron Burgás;
y Burgos: y la Ciudad de Burgos fe dixo alsi de
muchos deftos pueblos,que rodos juntos la po-
blaron, y hizicron Ciudad. El Burgo de Olma,
que vale lo dicho , y es tanto como arrabal de
Otua. | o"
raw-2.pdf_page_2.jpg,". E » Ñ
o ' > de al - »
” a : A DY e 4
Yo. A » E < yA 9 y
0 . » y pu .
. s , uo $ : .
, e . ,
| V, 0% |
a
| 1 .
e Y e . w Ñ
. ” A , A rr ? E
o e) y o »
2 ? e 61. - P y .. -..
y , + -
y- e. po ro Ad"
raw-2.pdf_page_17.jpg,"Qub.i nec concubita indulgent, nec corborafeznes de dezir , que juegan don alguno 21 dbejon,

In Veneremfólvnnr, antfiermsoixibos edonc, quando le tienen en poco, y fe burlan del. Els

Vero ipfz folys eatos, CF fuñ:bos licrbis jueso llama Antonio Nebriflenfe, alaparum lu,

Orelezant. | . dus; . | o |

Etquerio dize , que la abeja es hieroglifico ABEIORVCO , esvna ave que deftru=
del adulador , que en la boca crac la miei defcuz ye las colmenas ; porque fe comic las abejas, di-
bierra , y efcondido el aguijon con que defpues  chaporelta rázon apiaitra; y por otro nombre
mati... ( | | riparia; o A

Tambien lo es de la venganga ; aunque fea ABENVZ,; arbol ,ó lú maderá. Vide E-
haziendofe el hombre daño a fi mefino, fegunló  yano; . |
que. riene el vulgo recibido , que la abeja en hi- ABERTVRA,) vide Abrir. |
riendo con el aguijon muere. Y para conchur ABESTRVZ, Larín. ftrurhius, £. ftru-
con das particularidades de la abeja por nofer  thio; camellus, Y, es la mayor de las aves; fiave
largo , referir¿ ran lolamente los verfos de [e puede 114. nár ; porque aunque tiéne alas no
Virgilio en que explica el orden que tienden fu buela con ¿llas, ran folo le firven de aligerar fu
vida, y exercicio, que es vn dibuxo de la Repu-  corridá, fin jamás levantaríe de cierra. Tiene las
blica bien ordenada, y compuetta :enrazonde  vñas hendidas comoel ciervo ; y quando huye,
13 qual el Sabio , Prouerbiorum cap. 6. nostre. va afiendo con ellas las piedras; y lasarroja 2
mite a ella con eltas palabras: Vsacad ape <P quienleGigue. Traga rodo quanto le arrojan, y
difccab cague labor:ofa:iroperatrix, Y los verlos lo diviere, ves ran ftolido,y bobo, que fi efcon-
de Vireiliofon los que feficuen . hiblaindo de — deranfalamente la caheca entreatonna mara '"
raw-2.pdf_page_29.jpg,"los demás Presbiteros : nombre Griego dear- bigo , y en fu terminacion feurumn, y Corrapra-
chos, Princeps,« Presbyrer,El Principe; el maz mente fenr, y conclareiculo 3-fenr , y de alli a-
yor ; y mas venerableenctre los ancianos; y vic= for, y fnalmenteagor. El Padre Guadix dize,
jos: cerca del vto Eclefizftico le toma porelmas «que viene del verbo Arabígo 4bgor,que vale nul-
yor entre los Clerigos de Mia, que llamamos rar, por la viíta aguda que ticne. Eite ave tam-
Sacerdotes, y Presbiteros. | bien podia fer de raiz Acbrea, del nombre jur
AGOFAR, Lazinc ws ftifide , por fer metal faxunx, perra : por criarfe entre riícos , y 2lro3
que fe hundo, nombre Aribigo , curro.mpsdo de  peñafcos;ó del verbo gur alienare, por fer cha
cufar, que vale cofiamarilla, y color quereluze  'aveparanofotros peregrina, traida a los porin>
cono oro ; pero fu tasz es Hebrea de ygifr puls  <ijrios de clas partes Soprentrionales; y defy.ues
chrun elle , por fu refplandor , y buen pa22 'criazronenLípaña, En cietto libro manufcerip-
fecer , remedando la hermoftura , y color rubio “to que trata de cetreria, hallé elcrito ayer to-
del oro. | - madoefte hombre desn2 fierra dicha cur, don-
ACOGV E,es vn geñero de metal liquido, de fe eriun los muy buenos halcones. Diégo de

y fitiido, muy conocido , de color de plata, qué — Vrrea dizcfor Arábigo , dichocn fn termina-
por quanzo parece plata derretida, que vá cor- «cion fcurun, y corruprtamente feur , y con el ar-
rieñido a vna parte , y a otra : los Griegos le ticulo a-feur , y en mayor corrupcion 2cor. Á-
Manaron Hoydrergy:os , +d elt, aqueum argen-  corarfe, vale alborotarfe de alyuna cofa fubita,"
raw-3.pdf_page_8.jpg,"congetura alguna, de que las cartas de pago de q
Antonio Gomez Pimentel le vale fean fingidas,n1
limuladas, ni dadas en confianga , porque la cotel
fon extrajudicial, que dizen hizo lacinto Gomez
citando priefo de que lasauta otorgado en confian
ca,mcita prouada,ni hiazia al calo que lo eftuule
ra: y dela probanca que fe ha hecho, le manificita
la llaneza, y verdad, con que cíta parte ha procedi
do, y la malicia de la contraria, y conuencimicn-
to de tres teltigos que ha prefentado, porque cada"
